markettown,markettownid,state,stateid,latitude,longitude,cityid
Rehna,1847,Mecklenburg,14,53.766701,11.0333,
Ribnitz,1848,Mecklenburg,14,54.25,12.4667,
Roebel,1849,Mecklenburg,14,53.383301,12.6,
Rostock,1850,Mecklenburg,14,54.083302,12.1333,1623
Schoenberg,1851,Mecklenburg,14,53.849998,10.9167,
Schwaan,1852,Mecklenburg,14,53.9333,12.1,
Schwerin,1853,Mecklenburg,14,53.633301,11.4167,1710
Stargard,1854,Mecklenburg,14,53.483299,13.3,
Stavenhagen,1855,Mecklenburg,14,53.700001,12.9,
Sternberg,1856,Mecklenburg,14,53.700001,11.8167,
Strelitz,1857,Mecklenburg,14,53.333302,13.1,1315
Bad Suelze,1858,Mecklenburg,14,54.133301,12.6667,
Tessin,1859,Mecklenburg,14,54.016701,12.4667,
Teterow,1860,Mecklenburg,14,53.766701,12.5667,
Waren,1861,Mecklenburg,14,53.516701,12.6833,
Warin,1862,Mecklenburg,14,53.799999,11.7167,
Wesenberg,1863,Mecklenburg,14,53.266701,12.9667,
Wismar,1864,Mecklenburg,14,53.900002,11.4667,2152
Wittenburg,1865,Mecklenburg,14,53.5,11.0667,
Woldegk,1866,Mecklenburg,14,53.466702,13.5833,
Alt Landsberg,1867,Brandenburg,15,52.5667,13.7333,
Alt Ruppin,1868,Brandenburg,15,52.950001,12.85,
Angermuende,1869,Brandenburg,15,53.033298,14,
Babelsberg,1870,Brandenburg,15,52.400002,13.1167,
Baerwalde,1871,Brandenburg,15,52.783298,14.4833,
Baruth,1872,Brandenburg,15,52.049999,13.5,
Beelitz,1873,Brandenburg,15,52.233299,12.9667,
Beeskow,1874,Brandenburg,15,52.166698,14.25,
Belzig,1875,Brandenburg,15,52.150002,12.6,
Berlin,1876,Brandenburg,15,52.516701,13.4167,233
Berlin-Charlottenburg,1877,Brandenburg,15,52.516701,13.3,439
Berlin-Koepenick,1878,Brandenburg,15,52.450001,13.5833,233
Berlin-Spandau,1879,Brandenburg,15,52.533298,13.1667,1791
Berlinchen,1880,Brandenburg,15,53.216702,12.5833,
Bernau,1881,Brandenburg,15,52.666698,13.5833,
Bernstein,1882,Brandenburg,15,53.033298,15.3,
Betsche,1883,Brandenburg,15,52.466702,15.7667,
Biesenthal,1884,Brandenburg,15,52.766701,13.6333,
Blesen,1885,Brandenburg,15,52.516701,15.4,
Bobersberg,1886,Brandenburg,15,51.950001,15.0833,
Bomst,1887,Brandenburg,15,52.150002,15.8333,
Braetz,1888,Brandenburg,15,52.3167,15.6833,
Brandenburg,1889,Brandenburg,15,52.416698,12.5667,296
Brueck,1890,Brandenburg,15,52.200001,12.7667,
Bruessow,1891,Brandenburg,15,53.400002,14.1333,
Buckow,1892,Brandenburg,15,52.5667,14.0667,
Calau,1893,Brandenburg,15,51.75,13.95,
Christianstadt,1894,Brandenburg,15,51.799999,15.2333,
Cottbus,1895,Brandenburg,15,51.766701,14.3333,513
Crossen,1896,Brandenburg,15,52.033298,15.1,
Dahme,1897,Brandenburg,15,51.866699,13.4333,
Dobrilugk,1898,Brandenburg,15,51.616699,13.5667,
Drebkau,1899,Brandenburg,15,51.650002,14.2167,
Drossen,1900,Brandenburg,15,52.450001,14.8667,
Eberswalde,1901,Brandenburg,15,52.833302,13.8167,
Fehrbellin,1902,Brandenburg,15,52.799999,12.7667,
Finow,1903,Brandenburg,15,52.833302,13.7333,
Finsterwalde,1904,Brandenburg,15,51.633301,13.7167,
Forst,1905,Brandenburg,15,51.733299,14.6333,
Frankfurt (Oder),1906,Brandenburg,15,52.349998,14.55,678
Freienwalde,1907,Brandenburg,15,52.783298,14.0333,
Freyenstein,1908,Brandenburg,15,53.283298,12.35,
Friedland,1909,Brandenburg,15,52.099998,14.2667,
Friesack,1910,Brandenburg,15,52.733299,12.5833,
Fuerstenberg,1911,Brandenburg,15,52.150002,14.6667,
Fuerstenfelde,1912,Brandenburg,15,52.716702,14.5667,
Fuerstenwalde,1913,Brandenburg,15,52.366699,14.0667,
Fuerstenwerder,1914,Brandenburg,15,53.400002,13.5833,
Gassen,1915,Brandenburg,15,51.75,15,
Goeritz,1916,Brandenburg,15,52.483299,14.65,
Golssen,1917,Brandenburg,15,51.966702,13.6,
Gransee,1918,Brandenburg,15,53,13.1667,
Greiffenberg,1919,Brandenburg,15,53.083302,13.95,
Guben,1920,Brandenburg,15,51.950001,14.7167,771
Havelberg,1921,Brandenburg,15,52.833302,12.0667,
Joachimsthal,1922,Brandenburg,15,52.966702,13.75,
Jueterbog,1923,Brandenburg,15,52,13.0667,
Ketzing,1924,Brandenburg,15,52.466702,12.85,
Kirchhain,1925,Brandenburg,15,51.616699,13.5667,
Koenigsberg,1926,Brandenburg,15,52.966702,14.4167,
Koenigswalde,1927,Brandenburg,15,52.5,15.2333,
Koenigswusterhausen,1928,Brandenburg,15,52.299999,13.6333,
Kremmen,1929,Brandenburg,15,52.766701,13.0333,
Kuestrin,1930,Brandenburg,15,52.583302,14.8167,961
Kyritz,1931,Brandenburg,15,52.950001,12.4,
Lagow,1932,Brandenburg,15,52.333302,15.3,
Landsberg,1933,Brandenburg,15,52.733299,15.2333,743
Lebus,1934,Brandenburg,15,52.416698,14.5333,
Lenzen,1935,Brandenburg,15,53.083302,11.4667,
Liebenau,1936,Brandenburg,15,52.299999,15.45,
Liebenwalde,1937,Brandenburg,15,52.416698,13.4,
Lieberose,1938,Brandenburg,15,51.983299,14.3,
Lindow,1939,Brandenburg,15,52.966702,12.9833,
Lippehne,1940,Brandenburg,15,53,14.9667,
Luckau,1941,Brandenburg,15,51.849998,13.7167,
Luckenwalde,1942,Brandenburg,15,52.083302,13.1667,
Luebben,1943,Brandenburg,15,51.950001,13.9,
Luebbenau,1944,Brandenburg,15,51.866699,13.9667,
Lychen,1945,Brandenburg,15,53.200001,13.3167,
Maerk. Buchholz,1946,Brandenburg,15,52.099998,13.75,
Meseritz,1947,Brandenburg,15,52.4333,13.9,
Meyenburg,1948,Brandenburg,15,53.3167,12.25,
Mittenwalde,1949,Brandenburg,15,52.266701,13.5333,
Mohrin,1950,Brandenburg,15,52.849998,14.4,
Muellrose,1951,Brandenburg,15,52.25,14.4167,
Muencheberg,1952,Brandenburg,15,52.5,14.1333,
Nauen,1953,Brandenburg,15,52.599998,12.8833,1306
Neudamm,1954,Brandenburg,15,52.733299,14.7,
Neu Ruppin,1955,Brandenburg,15,52.916698,12.8,1313
Neustadt,1956,Brandenburg,15,52.866699,12.4333,
Niemegk,1957,Brandenburg,15,52.083302,12.7,
Oderberg,1958,Brandenburg,15,52.866699,14.05,
Oranienburg,1959,Brandenburg,15,52.75,13.2333,
Peitz,1960,Brandenburg,15,51.866699,14.4167,
Perleberg,1961,Brandenburg,15,53.0667,11.8667,
Pfoerten,1962,Brandenburg,15,51.799999,14.7833,
Plaue,1963,Brandenburg,15,52.400002,12.4167,
Potsdam,1964,Brandenburg,15,52.400002,13.0667,1530
Prenzlau,1965,Brandenburg,15,53.3167,13.8667,1537
Pritzerbe,1966,Brandenburg,15,52.5,12.4667,
Pritzwalk,1967,Brandenburg,15,53.150002,12.1833,
Putlitz,1968,Brandenburg,15,53.25,12.05,
Rathenow,1969,Brandenburg,15,52.599998,12.3333,
Reppen,1970,Brandenburg,15,52.349998,14.8333,
Rheinsberg,1971,Brandenburg,15,53.099998,12.9,
Rhinow,1972,Brandenburg,15,52.75,12.35,
Saarmund,1973,Brandenburg,15,52.3167,13.1333,
Schermeisel,1974,Brandenburg,15,52.4333,15.25,
Schoenfliess,1975,Brandenburg,15,52.966702,14.6167,
Schwedt,1976,Brandenburg,15,53.0667,14.2833,
Schwerin,1977,Brandenburg,15,52.599998,15.5,
Schwiebus,1978,Brandenburg,15,52.25,15.5333,
Seelow,1979,Brandenburg,15,52.516701,14.3833,
Senftenberg,1980,Brandenburg,15,51.516701,14.0167,
Soldin,1981,Brandenburg,15,52.9333,14.8667,
Sommerfeld,1982,Brandenburg,15,51.783298,14.9667,
Sonnenburg,1983,Brandenburg,15,52.5667,14.8167,
Sonnewalde,1984,Brandenburg,15,51.6833,13.65,
Sorau,1985,Brandenburg,15,51.633301,15.1333,
Spremberg,1986,Brandenburg,15,51.5667,14.3833,
Sternberg,1987,Brandenburg,15,52.299999,15.0833,
Storkow,1988,Brandenburg,15,52.25,13.9333,
Strasburg,1989,Brandenburg,15,53.5,13.75,
Strausberg,1990,Brandenburg,15,52.583302,13.8833,
Teltow,1991,Brandenburg,15,52.400002,13.2667,
Templin,1992,Brandenburg,15,53.116699,13.5,
Teupitz,1993,Brandenburg,15,52.116699,13.6167,
Tirschtiegel,1994,Brandenburg,15,52.366699,15.8833,
Trebbin,1995,Brandenburg,15,52.216702,13.2,
Trebschen,1996,Brandenburg,15,52.016701,15.7333,
Treuenbrietzen,1997,Brandenburg,15,52.099998,12.8667,
Triebel,1998,Brandenburg,15,51.650002,14.8333,
Unruhstadt,1999,Brandenburg,15,52.0667,15.8667,
Velten,2000,Brandenburg,15,52.6833,13.1833,
Vetschau,2001,Brandenburg,15,51.783298,14.0667,
Vierraden,2002,Brandenburg,15,53.099998,14.3,
Vietz,2003,Brandenburg,15,52.6833,14.8833,
Werder,2004,Brandenburg,15,52.383301,12.4333,
Werneuchen,2005,Brandenburg,15,52.633301,13.7333,
Wilsnack,2006,Brandenburg,15,52.950001,11.95,
Wittenberge,2007,Brandenburg,15,53,11.75,
Wittstock,2008,Brandenburg,15,53.166698,12.4833,
Wriezen,2009,Brandenburg,15,52.716702,14.1333,
Wusterhausen,2010,Brandenburg,15,52.883301,12.4667,
Zehden,2011,Brandenburg,15,52.883301,14.2,
Zehdenick,2012,Brandenburg,15,52.983299,13.3333,
Zielenzig,2013,Brandenburg,15,52.4333,15.1,
Zinna,2014,Brandenburg,15,51.5667,12.95,
Zossen,2015,Brandenburg,15,52.216702,13.45,
Zuellichau,2016,Brandenburg,15,52.083302,15.6167,1855
Auras,2017,Silesia,16,51.25,16.85,
Bauerwitz,2018,Silesia,16,50.150002,17.983299,
Bergstadt,2019,Silesia,16,50.4333,18.1833,
Bernstadt,2020,Silesia,16,51.133301,17.5333,
Beuthen O.S.,2021,Silesia,16,50.349998,18.9167,
Beuthen/Oder,2022,Silesia,16,51.733299,15.8167,
Bischofstal,2023,Silesia,16,50.400002,18.35,
Bolkenhain,2024,Silesia,16,50.916698,16.1,
Breslau,2025,Silesia,16,51.116699,17.0333,2162
Breslau-Deutsch Lissa,2026,Silesia,16,51.116699,17.0333,
Breslau-Hundsfeld,2027,Silesia,16,51.116699,17.0333,
Brieg,2028,Silesia,16,50.866699,17.483299,324
Bunzlau,2029,Silesia,16,51.266701,15.5667,
Cosel,2030,Silesia,16,50.333302,18.15,
Deutsch Wartenberg,2031,Silesia,16,51.849998,15.7167,
Dyhernfurth,2032,Silesia,16,51.266701,16.7167,
Falkenberg O.S.,2033,Silesia,16,50.633301,17.6,
Festenberg,2034,Silesia,16,51.366699,17.4667,
Frankenstein i. Schles.,2035,Silesia,16,50.583302,16.8167,
Fraustadt,2036,Silesia,16,51.799999,16.299999,2163
Freiburg,2037,Silesia,16,50.849998,16.3167,
Freystadt,2038,Silesia,16,51.75,15.6,
Friedeberg (Isergeb.),2039,Silesia,16,50.966702,15.3833,
Friedland O.S.,2040,Silesia,16,50.5,17.6,
Friedland,2041,Silesia,16,50.6833,16.1833,
Glatz,2042,Silesia,16,50.4333,16.6667,938
Gleiwitz,2043,Silesia,16,50.283298,18.6667,
Glogau,2044,Silesia,16,51.666698,16.0833,728
Goerlitz,2045,Silesia,16,51.150002,14.9833,735
Goldberg,2046,Silesia,16,51.133301,15.9167,2193
Goldentraum,2047,Silesia,16,51.016701,15.35,
Gottesberg,2048,Silesia,16,50.766701,16.200001,
Greiffenberg,2049,Silesia,16,51.033298,15.4167,
Gross Strehlitz,2050,Silesia,16,50.5,18.2833,
Gross Wartenberg,2051,Silesia,16,51.3167,17.7167,
Grottkau,2052,Silesia,16,50.700001,17.383301,
Gruenberg,2053,Silesia,16,51.9333,15.5,2188
Guhrau,2054,Silesia,16,51.666698,16.549999,
Guttentag,2055,Silesia,16,50.733299,18.450001,
Habelschwerdt,2056,Silesia,16,50.299999,16.65,
Haynau,2057,Silesia,16,51.266701,15.9333,
Heerwegen,2058,Silesia,16,51.5,16.0667,
Herrnstadt,2059,Silesia,16,51.549999,16.700001,
Hindenburg O.S.,2060,Silesia,16,50.299999,18.7833,
Hirschberg,2061,Silesia,16,50.900002,15.7333,885
Hohenfriedeberg,2062,Silesia,16,50.916698,16.233299,
Hoyerswerda,2063,Silesia,16,51.4333,13.25,
Jauer,2064,Silesia,16,51.049999,16.200001,
Juliusburg,2065,Silesia,16,51.25,17.3333,
Kanth,2066,Silesia,16,51.033298,16.6,
Katscher,2067,Silesia,16,50.0667,18,
Kieferstaedtel,2068,Silesia,16,50.283298,18.5333,
Koeben,2069,Silesia,16,51.549999,16.450001,
Konstadt,2070,Silesia,16,51.016701,18.049999,
Kotzenau,2071,Silesia,16,51.416698,15.9167,
Krappitz,2072,Silesia,16,50.466702,17.9667,
Kreuzburg O.S.,2073,Silesia,16,50.966702,18.2167,
Kupferberg,2074,Silesia,16,50.883301,15.95,
Laehn,2075,Silesia,16,51.016701,15.6667,
Bad Landeck,2076,Silesia,16,50.349998,16.866699,
Landeshut,2077,Silesia,16,50.783298,16.0333,
Landsberg,2078,Silesia,16,51.033298,18.4333,
Langenbielau,2079,Silesia,16,50.700001,16.616699,
Lauban,2080,Silesia,16,51.116699,15.3,1099
Leobschuetz,2081,Silesia,16,50.200001,17.8333,
Lesten,2082,Silesia,16,51.049999,17.25,
Lewin,2083,Silesia,16,50.416698,16.2833,
Liebau,2084,Silesia,16,50.700001,16,
Liebenthal,2085,Silesia,16,51.016701,15.5167,
Liegnitz,2086,Silesia,16,51.216702,16.1667,1035
Loewen,2087,Silesia,16,50.766701,17.616699,
Loewenberg,2088,Silesia,16,51.116699,15.5833,
Lueben,2089,Silesia,16,51.400002,16.200001,
Marklissa,2090,Silesia,16,51.016701,15.2667,
Militsch,2091,Silesia,16,51.533298,17.2833,
Mittelwalde,2092,Silesia,16,50.166698,16.6667,
Muensterberg,2093,Silesia,16,50.616699,17.049999,
Muskau,2094,Silesia,16,51.549999,14.7167,
Namslau,2095,Silesia,16,51.083302,17.700001,
Naumburg (Bober),2096,Silesia,16,51.799999,15.2333,
Naumburg (Queis),2097,Silesia,16,51.200001,15.4,
Neisse,2098,Silesia,16,50.483299,17.3333,1369
Neumarkt,2099,Silesia,16,51.150002,16.5833,
Neumittelwarde,2100,Silesia,16,51.400002,17.6667,
Neurode,2101,Silesia,16,50.583302,16.6667,
Neusalz (Oder),2102,Silesia,16,51.799999,15.7167,
Neustadt OS,2103,Silesia,16,50.3167,17.6,
Neustaedtel,2104,Silesia,16,51.6833,15.7333,
Niesky,2105,Silesia,16,51.283298,14.8333,
Nimptsch,2106,Silesia,16,50.716702,16.8333,
Oberglogau,2107,Silesia,16,50.366699,17.866699,
Oels,2108,Silesia,16,51.200001,17.383301,
Ohlau,2109,Silesia,16,50.950001,17.299999,
Oppeln,2110,Silesia,16,50.666698,17.9333,1393
Ottmachau,2111,Silesia,16,50.483299,17.1667,
Parchwitz,2112,Silesia,16,51.266701,16.366699,
Patschkau,2113,Silesia,16,50.450001,17,
Peiskretscham,2114,Silesia,16,50.383301,18.633301,
Pitschen,2115,Silesia,16,51.116699,18.299999,
Prausnitz,2116,Silesia,16,51.366699,16.9667,
Priebus,2117,Silesia,16,51.483299,14.95,
Primkenau,2118,Silesia,16,51.516701,15.7833,
Proskau,2119,Silesia,16,50.549999,17.9167,
Ratibor,2120,Silesia,16,50.099998,18.2167,
Raudten,2121,Silesia,16,51.516701,16.266701,
Reichenbach (Eulengeb.),2122,Silesia,16,50.733299,16.65,
Reichenbach OL,2123,Silesia,16,51.133301,14.8,
Reichenstein,2124,Silesia,16,50.4333,16.866699,
Bad Reinerz,2125,Silesia,16,50.400002,16.383301,
Rosenberg,2126,Silesia,16,50.883301,18.4167,
Rothenburg OL,2127,Silesia,16,51.333302,14.9667,
Rothenburg (Oder),2128,Silesia,16,52.016701,15.4333,
Ruhland,2129,Silesia,16,51.466702,13.8667,
Sagan,2130,Silesia,16,51.616699,15.3167,2175
Schlesiersee,2131,Silesia,16,51.883301,16.0833,
Schlichtingsheim,2132,Silesia,16,51.716702,16.25,
Schmiedeberg,2133,Silesia,16,50.799999,15.8167,
Schoemberg,2134,Silesia,16,50.666698,16.0667,
Schoenau (Katzbach),2135,Silesia,16,51.016701,15.9,
Schoenberg OL,2136,Silesia,16,51.0667,15.0667,
Schurgast,2137,Silesia,16,50.766701,17.6833,
Schweidnitz,2138,Silesia,16,50.849998,16.483299,
Seidenberg,2139,Silesia,16,51.016701,15.0667,
Silberberg,2140,Silesia,16,50.583302,16.6667,
Sprottau,2141,Silesia,16,51.5667,15.5,
Steinau (Oder),2142,Silesia,16,51.416698,16.4167,
Strehlen,2143,Silesia,16,50.783298,17.0667,
Striegau,2144,Silesia,16,50.950001,16.3333,
Stroppen,2145,Silesia,16,51.383301,16.8167,
Sulau,2146,Silesia,16,51.533298,17.2833,
Tost,2147,Silesia,16,50.450001,18.516701,
Trachenberg,2148,Silesia,16,51.450001,16.85,
Trebnitz,2149,Silesia,16,51.299999,17.0667,
Waldenburg,2150,Silesia,16,50.783298,16.2833,
Wansen,2151,Silesia,16,50.8167,17.200001,
Bad Warmbrunn,2152,Silesia,16,50.866699,15.6833,
Wartha,2153,Silesia,16,50.516701,16.733299,
Weisswasser,2154,Silesia,16,51.5,14.6333,
Wigandsthal,2155,Silesia,16,50.9333,15.3,
Wilhelmsthal,2156,Silesia,16,50.266701,16.9,
Winzig,2157,Silesia,16,51.466702,16.633301,
Wittichenau,2158,Silesia,16,51.383301,14.25,
Wohlau,2159,Silesia,16,51.349998,16.65,
Wuenschelburg,2160,Silesia,16,50.5,16.383301,
Ziegenhals,2161,Silesia,16,50.3167,17.383301,
Zobten (am Berge),2162,Silesia,16,50.900002,16.75,
Zuelz,2163,Silesia,16,50.366699,17.6,
Altdamm,2164,Pommern,17,53.383301,14.65,
Anklam,2165,Pommern,17,53.849998,13.6833,86
Arnswalde,2166,Pommern,17,53.166698,15.4,
Baerwalde,2167,Pommern,17,53.733299,16.35,
Bahn,2168,Pommern,17,53.099998,14.65,
Baldenburg,2169,Pommern,17,53.883301,16.8333,
Barth,2170,Pommern,17,54.366699,12.7167,
Belgard,2171,Pommern,17,54,15.9833,
Bergen,2172,Pommern,17,54.416698,13.4333,
Bublitz,2173,Pommern,17,53.950001,16.5833,
Buetow,2174,Pommern,17,54.133301,17.5,
Daber,2175,Pommern,17,53.583302,15.3,
Damgarten,2176,Pommern,17,54.25,12.4667,
Demmin,2177,Pommern,17,53.900002,13.05,
Deutsch Krone,2178,Pommern,17,53.266701,16.4667,
Dramburg,2179,Pommern,17,53.533298,15.8,
Driesen,2180,Pommern,17,52.833302,15.8333,
Falkenburg,2181,Pommern,17,53.533298,16,
Fiddichow,2182,Pommern,17,53.133301,14.3833,
Flatow,2183,Pommern,17,53.366699,17.0333,
Franzburg,2184,Pommern,17,54.166698,12.8667,
Freienwalde,2185,Pommern,17,53.466702,15.35,
Friedeberg,2186,Pommern,17,52.883301,15.5167,
Gartz (Oder),2187,Pommern,17,53.200001,14.3833,
Gartz (Ruegen),2188,Pommern,17,54.3167,13.35,
Gollnow,2189,Pommern,17,53.549999,14.8167,
Greifenberg,2190,Pommern,17,53.900002,15.2,
Greifenhagen (Oder),2191,Pommern,17,53.25,14.4833,
Greifswald,2192,Pommern,17,54.083302,13.3833,760
Grimmen,2193,Pommern,17,54.116699,13.0333,
Guetzkow,2194,Pommern,17,53.950001,13.4167,
Hammerstein,2195,Pommern,17,53.6833,16.950001,
Jacobshagen,2196,Pommern,17,53.349998,15.4333,
Jarmen,2197,Pommern,17,53.916698,13.3333,
Jastrow,2198,Pommern,17,53.416698,16.8167,
Kallies,2199,Pommern,17,53.283298,15.9,
Kammin,2200,Pommern,17,53.966702,14.7667,
Koerlin,2201,Pommern,17,54.033298,15.8833,
Koeslin,2202,Pommern,17,54.1833,16.1833,
Kolberg,2203,Pommern,17,54.166698,15.5667,948
Kreuz,2204,Pommern,17,52.866699,16.016701,
Krojanke,2205,Pommern,17,53.283298,16.983299,
Labes,2206,Pommern,17,53.633301,15.6167,
Landeck,2207,Pommern,17,53.533298,16.950001,
Lassan,2208,Pommern,17,53.9333,13.8333,
Lauenburg,2209,Pommern,17,54.549999,17.75,
Leba,2210,Pommern,17,54.766701,17.549999,
Loitz,2211,Pommern,17,53.966702,13.15,
Maerkisch Friedland,2212,Pommern,17,53.333302,16.1,
Massow,2213,Pommern,17,53.483299,15.0667,
Naugard,2214,Pommern,17,53.666698,15.1167,
Neustettin,2215,Pommern,17,53.716702,16.6833,
Neuwarp,2216,Pommern,17,53.716702,14.2833,
Neuwedell,2217,Pommern,17,53.216702,15.75,
Noerenberg,2218,Pommern,17,53.4333,15.55,
Pasewalk,2219,Pommern,17,53.5,14,
Penkun,2220,Pommern,17,53.283298,14.25,
Plathe,2221,Pommern,17,53.783298,15.25,
Poelitz,2222,Pommern,17,53.533298,13.5667,
Pollnow,2223,Pommern,17,54.099998,16.700001,
Bad Polzin,2224,Pommern,17,53.766701,16.1,
Preussisch Friedland,2225,Pommern,17,53.533298,17.233299,
Pyritz,2226,Pommern,17,53.133301,14.8833,
Radolin,2227,Pommern,17,53,16.5333,
Ratzebuhr,2228,Pommern,17,53.533298,16.85,
Reetz,2229,Pommern,17,53.25,15.55,
Regenwalde,2230,Pommern,17,53.766701,15.4,
Richtenberg,2231,Pommern,17,54.200001,12.8667,
Ruegenwalde,2232,Pommern,17,54.416698,16.4,
Rummelsburg,2233,Pommern,17,54.016701,16.983299,
Schivelbein,2234,Pommern,17,53.766701,15.7833,
Schlawe,2235,Pommern,17,54.349998,16.6667,
Schlochau,2236,Pommern,17,53.650002,17.366699,
Schloppe,2237,Pommern,17,53.083302,16.1,
Schneidemuehl,2238,Pommern,17,53.150002,16.733299,
Schoenlanke,2239,Pommern,17,53.033298,16.4667,
Stargard,2240,Pommern,17,53.333302,15.0333,
Stettin,2241,Pommern,17,53.4333,14.5333,1868
Stolp,2242,Pommern,17,54.466702,17.0333,1762
Stralsund,2243,Pommern,17,54.299999,13.0833,1845
Swinemuende,2244,Pommern,17,53.916698,14.25,
Tempelburg,2245,Pommern,17,53.549999,16.233299,
Treptow (Rega),2246,Pommern,17,54.049999,15.25,
Treptow (Tollense),2247,Pommern,17,53.700001,13.25,
Tribsees,2248,Pommern,17,54.083302,12.75,
Tuetz,2249,Pommern,17,53.1833,16.15,
Ueckermuende,2250,Pommern,17,53.733299,14.0333,
Usedom,2251,Pommern,17,53.9333,14.0833,
Wangerin,2252,Pommern,17,53.533298,15.55,
Woldenberg,2253,Pommern,17,52.966702,15.75,
Wolgast,2254,Pommern,17,54.049999,14.7667,
Wollin,2255,Pommern,17,53.849998,14.6167,
Zachan,2256,Pommern,17,53.266701,15.3,
Zanow,2257,Pommern,17,54.216702,16.299999,
